content,query,date,hashtag
Nick; while I stand against anti-semitism &amp; stereotype about Jews! I stand with you against the vicious backlash you had to endure! What’s important for humanity is to unite against racism &amp; colonialism! Pls fight “Israeli Zionist apartheid system” that’s oppressing Palestinians!,Zionist,2020-07-17 23:53:12+00:00,[]
"Did you notice how COVID-19 hit the most Zionist, neo-con, ""pro-Israel"" areas the hardest: NY, New Jersey, Illinois, etc.?",Zionist,2020-07-17 23:52:15+00:00,[]
I am not a Zionist &amp; Israel is an apartheid state. UBI will backfire with rent control &amp; hurt workers &amp; unions who want to ask for higher wages because bosses will default to UBI as an excuse to not raise wages.,Zionist,2020-07-17 23:51:40+00:00,[]
Palestine ishaAllah will be free. And all those zionist cunts will burn in hell.,Zionist,2020-07-17 23:50:44+00:00,[]
"Yeah, good post. The zionist net gang is called the ""hasbara."" The saudi supporters also have a large propaganda presence on the net. Both are stupid, and there just to derail ppl from realizing the truth about these 2 detestable regimes.",Zionist,2020-07-17 23:50:40+00:00,[]
"Shocking and McCarthyite letter from the Jewish Agency in response to a petition by young Jews. ""It suggests the Jewish Agency plans to crack down on left and liberal Zionist groups that opt to push for material consequences in response to annexation.""",Zionist,2020-07-17 23:50:33+00:00,[]
Ha ha ha! Complete horsesh*it Bari Weiss is a clueless zionist shill.,Zionist,2020-07-17 23:49:15+00:00,[]
stan lars lindstrom instead of a zionist who only has 1 character on cinema,Zionist,2020-07-17 23:48:18+00:00,['freeryangosling']
"10 points behind Boris, You're having a laugh. Labour now has no grassroots no core membership and no fucking chance. Take your Zionist party and stick it up your arse. Because if socialists wanted to support apartheid they would be Tories. Racist to the core Starmer is.",Zionist,2020-07-17 23:47:41+00:00,[]
"10 points behind Boris, You're having a laugh. Labour now has no grassroots no core membership and no fucking chance. Take your Zionist party and stick it up your arse. Because if socialists wanted to support apartheid they would be Tories. Racist to the core Starmer is.",Zionist,2020-07-17 23:47:30+00:00,[]
"AB Yehosyua does a step in the right direction, but he rejects full equality! Why exclude Gaza? Why not end Israel’s 65+ discriminatory laws? Why reject a Palestinian Right of Return (and maintain a Jewish one)? The essay also has a racist tone, with all those Zionist myths.",Zionist,2020-07-17 23:47:15+00:00,[]
"Most politicians aren't Zionist? That's not true. Mostly they are. They all have to sign a legal document to be in Congress at all, pledging support for Israel. But as for know what ""based"" means, well -- you got me!",Zionist,2020-07-17 23:46:57+00:00,[]
Is the future of Toronto's Bloor Street Gaza? LEVY: Foodbenders owner sorry not sorry for anti-Zionist posts,Zionist,2020-07-17 23:44:51+00:00,[]
stop tweeting about harry styles’ mustache hes literally a zionist get the mustache off the trending page,Zionist,2020-07-17 23:44:01+00:00,[]
anyways maybe if he just won an oscar and didn’t disappear for 2 years he wouldn’t be working with a zionist,Zionist,2020-07-17 23:42:47+00:00,['freeryangosling']
he never said nigga. keep that energy with the zionist things harry has said.,Zionist,2020-07-17 23:41:21+00:00,[]
Do you mean the zionists that came from Europe??,Zionist,2020-07-17 23:40:10+00:00,[]
And now Oss Teef Zionist Amy Mek has blocked me!,Zionist,2020-07-17 23:37:38+00:00,[]
"How many Islamic countries have been destroyed in pretext of democracy by the US. Muslims don’t need sympathy from a Zionist stooge, who is trying to get the attention of the masters.",Zionist,2020-07-17 23:37:21+00:00,[]
not the zionist,Zionist,2020-07-17 23:35:50+00:00,[]
"Corbyn, a lifelong anti racist &amp; staunch supporter of the Jewish people, was smeared because he had the audacity to support the Palestinian people. Starmer is a Zionist. So all the alleged AS in Labour disappeared overnight when Starmer arrived? Pull the other one.",Zionist,2020-07-17 23:35:17+00:00,[]
He is a zionist in that he wants a Jewish state in Israel. Not necessarily a bad thing imo,Zionist,2020-07-17 23:34:44+00:00,[]
"I'm trying to understand why anyone would hate the nice asian man who wanted to abolish poverty. How is Yang a 'Zionist' as you put it, and why is that such a terrible thing?",Zionist,2020-07-17 23:34:00+00:00,[]
is he a zionist? i thought that was like debunked but i haven’t seen anything about it recently so i could be wrong,Zionist,2020-07-17 23:32:00+00:00,[]
Ahh and they forget the fact that most Globalist and Zionist are pedophiles.,Zionist,2020-07-17 23:30:47+00:00,[]
"Not specifically, but yes the U.S. Embassy in Israel needs to be moved back to Tel-Aviv. I’m not a Zionist &amp; I’m disappointed that Yang is one.",Zionist,2020-07-17 23:30:30+00:00,[]
"Your crown prince has turned into , cause of pupptesy of Zionist^Americe.",Zionist,2020-07-17 23:29:49+00:00,['CrimePrince']
"Yep, there is much more but even back in the early 1900s these English text referred to the region of Palestine not Zionist Israel...",Zionist,2020-07-17 23:28:56+00:00,[]
"That's the thing, the US government does not give a shit about the well being of Jewish people, it just wanted a glorified military outpost in the middle east so they helped Zionists set up shop there instead of working together to prevent more war and just making everybody happy",Zionist,2020-07-17 23:26:45+00:00,[]
Albert? The one who visited every Zionist leader at the time and appearing on Israel 5 Lira bill?,Zionist,2020-07-17 23:26:40+00:00,[]
get him away from zionist man,Zionist,2020-07-17 23:26:05+00:00,['freeryangosling']
save him from working with a zionist,Zionist,2020-07-17 23:25:44+00:00,['freeryangosling']
"Jew and Muslims did not live peacefully: Be’er Tuvia, 1929 Hebron Massacre, 1921 Jaffa Riots. 95% of Jews are Zionist. There’s only 5,000 Jews in the Neturei Karta.",Zionist,2020-07-17 23:25:02+00:00,[]
"C'mon! Biden isn't a j*w, and he stands for Israel as a proud Zionist. Right? There are j*ws and there are their supporters.",Zionist,2020-07-17 23:24:12+00:00,[]
IF IM NOT HOUNDED BY ZIONISTS IM HOUNDED BY THE USC GREEK LIFE COMMUNITY I CAN NOT WIN,Zionist,2020-07-17 23:23:15+00:00,[]
"The israel regime has broken all rules of human conduct. Yet it still holds its position on the world stage and has the full support of all western countries. Either they’re all in on it or the Zionists are extorting them, either by financial means or historic ones. (Germany)",Zionist,2020-07-17 23:22:58+00:00,[]
Laughing because they said that the Zionist crimes pale in comparison to what is being perpetrated in China and idk if they wanted to say that,Zionist,2020-07-17 23:22:32+00:00,[]
Big League hitters = ZIONISTS!,Zionist,2020-07-17 23:19:17+00:00,[]
"huh I did not know casey kasem was, like, a lebanese anti-zionist progressive. as a kid I honestly thought he was a white guy with a catchy baseball player name lol",Zionist,2020-07-17 23:16:27+00:00,[]
Zionists are not Jews They are playing the part of a character IN A BOOK Much like the STORY of communism while the workers have NEVER ONCE seized the means of production in any country on the planet,Zionist,2020-02-10 23:59:23+00:00,[]
I bet she’ll start blaming the Jews and the zionists when she eventually gets banned,Zionist,2020-02-10 23:55:35+00:00,[]
"ohooo of course they did, because Bernie never went to their zionist meetings lol",Zionist,2020-02-10 23:54:46+00:00,[]
For racists/zionists occupiers....natives lives/property has never had a meaning !,Zionist,2020-02-10 23:54:40+00:00,[]
Zionists claiming descent from Hebrews have a right of return after 2000 years but Palestinians ethnically cleansed in 1948 &amp; 1967 and their children born in refugee camps don't have right of return? doesn't seem logically consistent or humane but then that's !,Zionist,2020-02-10 23:54:27+00:00,['ApartheidIsrael']
This what the Nazi use to say about the Jews this Zionist are very good student’s,Zionist,2020-02-10 23:53:56+00:00,[]
Zionists support Israel reign of terror. Don’t include me in all Americans.,Zionist,2020-02-10 23:53:28+00:00,[]
"Well, I believe and support Denny. Not Zionist liars. Thanks anyway!",Zionist,2020-02-10 23:53:14+00:00,"['FreeGaza', 'FreePalestine', 'FreeIsrael', 'EqualRights']"
There is no such thing as anti-zionist just anti-ethnonationalist and anti-kahanist,Zionist,2020-02-10 23:52:04+00:00,[]
"AIPAC must burn and disappear forever. It's a cancerous malignant tumor in Israeli and American politics. They're desperate, and I'm fucking loving it. Only Bernie can cleanse Zionism and Israel from likudnik Fascist pseudo-Zionist filth that has taken over it for decades.",Zionist,2020-02-10 23:51:55+00:00,[]
"Have you asked yourselves why I will answer America and Britain who contributed, helped and supported the killing, displacement, torture and occupation of the land of the Palestinians since 73 years at the hands of the Zionist Jews who claim to be Israel",Zionist,2020-02-10 23:50:19+00:00,[]
Which 'international law' created Israel? History records that it was created via a Unilateral Declaration of Independence on land that Zionists had appropriated from the Palestinians via terrorism. In what way was that different to ISIS' attempt to establish a caliphate?,Zionist,2020-02-10 23:49:01+00:00,[]
Antisemitism has traditionally been a weapon employed by the Zionists. Watch,Zionist,2020-02-10 23:48:35+00:00,[]
"AIPAC joining left wing people? WHAT?! No. AIPAC was, is, and forever will be a right wing Likudnik propaganda lobby, with no redeeming qualities whatsoever. I've seen no self-respecting left wing Jew, Israeli or Zionist having anything to do with them. Fuck AIPAC to hell.",Zionist,2020-02-10 23:48:24+00:00,[]
Hitler was a Zionist RT : Trump DID NOT WIN the POPULAR VOTE in 2016. Trump is less popular now. Trump using H…,Zionist,2020-02-10 23:48:20+00:00,[]
Hitler was a Zionist RT : RT : . on MSNBC just read off a quote from an article calling us Bernie's online brown shirt brigade and I nearly wreck…,Zionist,2020-02-10 23:48:10+00:00,[]
Hitler was a Zionist RT : Hell is an immoral concept regardless of who might get sent t…,Zionist,2020-02-10 23:48:01+00:00,[]
"should be terminated as a state... it is giving a lot of pain to the rest of the world and even to its own ppl, some of whom are wonderful. nothing good is coming out from this part of the world, just violence and hate. zionist and look like the fourth reich",Zionist,2020-02-10 23:46:24+00:00,[]
"Equally, there was Jewish opposition to the Zionist movement, which sought to establish a Jewish homeland, long before the state of Israel was declared in 1948. Today fringe ultra-Orthodox groups such as Neturei Karta oppose the state of Israel because they believe the &gt;",Zionist,2020-02-10 23:45:32+00:00,[]
"FULL OF SHIT Pence, got vaccinated with Zionist POISON !! Does he knows the 5 israelis having fun when towers were ...‘Low Point in US Politics’ as Pence Shares ‘Crazy Conspiracy Theory’ About Iran, that Soleimani was Behind the 9/11 Attacks. via",Zionist,2020-02-10 23:45:10+00:00,[]
oomf has tweeted praise of two different zionists in the last like 2 hours uhhhhh,Zionist,2020-02-10 23:41:26+00:00,[]
ADL is a Zionist organization. They couldn't care less about Jews in America.,Zionist,2020-02-10 23:39:22+00:00,[]
"neocon zionist swamp, coup which started with the bringing of fluoride into US waters in the 40s...",Zionist,2020-02-10 23:39:15+00:00,[]
just found out natalie portman is a zionist,Zionist,2020-02-10 23:39:05+00:00,[]
"""Almost none of the ""zionists"" are born in Israel (untrue, actually 75 percent) and it's MY land!"", said by 3rd generation ""fugitive"" who was born in 1990... and has never set one foot in Israel. Neither did his father...",Zionist,2020-02-10 23:38:41+00:00,[]
"I've been watching the sycophantic rise of for several years. He married money and Israel, and is a real threat to local authorities' freedom to decide how to invest their ever-diminishing income. Definite parallels with 1930s Germany with this Zionist govt..",Zionist,2020-02-10 23:38:35+00:00,[]
"The Zionists tight grip on academia is denying students snd future generations a closer look into world affairs and justice for all. It kept a cap on academic freedom, though vice and destruction of human values are open for destructive research and injection of street values",Zionist,2020-02-10 23:37:12+00:00,[]
Bernie is not a zionist. At all.,Zionist,2020-02-10 23:36:30+00:00,[]
Literally every person in the Israeli Knesset is a zionist and against palestinian rights.,Zionist,2020-02-10 23:34:27+00:00,[]
"SAY IT LOUD AND CLEAR ! The World has to know Who is ITS ENEMY !! Now, Imagine a World without The US ZIONIST CRIMINALS ! The United States: A “Destroyer Of Nations” via",Zionist,2020-02-10 23:34:06+00:00,[]
Zionist forces earlier today declared they arrested a young man in Hebron for being responsible for one of the molotov throwing incidents. Sad that he's probably going to get anywhere from 2-10 years. They got access to many cameras in areas like Hebron and above this they got,Zionist,2020-02-10 23:33:52+00:00,[]
"2/2 ... taxpayer funded party donations on? Killing !! Then there's Jugmeat, that waffling piece of Jello Anyone with a clue knows how deeply the Zionist hoard is embedded into our society. Now they're part of the populist DNA. Absolutely monumental, by pragmatic measure.",Zionist,2020-02-10 23:33:14+00:00,['BDS']
"Odd, given my choice of avatar, that I've had very little in the way of accusations of antisemitism and have easily refuted those few I've encountered. I jump all over Zionists and see the interaction through until they give up. No to apartheid and imprisoning children.",Zionist,2020-02-10 23:32:25+00:00,[]
", &amp; world leader Bias toward &amp; screwed up our policies to wrongly set Zionist, Israel up &amp; give it primacy in . How the Israeli media covers massacres: Lessons from 1953... that continue through today.",Zionist,2020-02-10 23:32:14+00:00,"['Britain', 'USA', 'Palestine', 'Palestinians', 'MiddleEast']"
"Keaton, that's not how it happened. zionist militias emptied out hundreds of villages and hundreds of thousands of refugees poured into neighboring states prior to any Arab forces coming to protect the rest of the land (that israel ended up stealing). Jews didn't buy the land.",Zionist,2020-02-10 23:30:39+00:00,[]
Black Nobility and the Vatican is above the council of 13 Rothschild's and Freemason Labour Zionists,Zionist,2020-02-10 23:29:46+00:00,[]
Zionists are always such feckin though,Zionist,2020-02-10 23:28:07+00:00,[]
The Zionist producing tanks now? Aren't they just using US hardware?,Zionist,2020-02-10 23:26:44+00:00,[]
She's not gonna shag you. And she's still a Zionist.,Zionist,2020-02-10 23:23:59+00:00,[]
You’re citing a “Zionist” source? LOL Tell Hamas and Islamic Jihad they‘re Jews!,Zionist,2020-02-10 23:23:37+00:00,[]
And the Israeli Zionist swine ambassador should also vacate Ireland...,Zionist,2020-02-10 23:20:41+00:00,[]
We are occupied by the Zionist. Most of the government is sold out or blackmailed by them. Epstein was their best agent.,Zionist,2020-02-10 23:18:16+00:00,[]
"Beautifully put.... """"All the candidates are Zionist. I don’t care to parse the nuances of their Zionism. Seeking—or, worse, celebrating—a kinder colonizer is a waste of time""""""....",Zionist,2020-02-10 23:16:32+00:00,[]
Jews and Arabs got along just fine until the Zionist movement's aims sought displacement.,Zionist,2020-02-10 23:15:52+00:00,[]
"Michael. The British had 350+ soldiers, police and admin slaughtered by Zionist gangs in Palestine during WW2. Yes, while Britain fought the Nazis, Zionists were aiding and abetting the Nazis by butchering the British in Palestine. Dare we even mention the King David Hotel 1946?",Zionist,2020-02-10 23:15:12+00:00,[]
"Greetings. I hear you. In my case, I am a Democrat &amp; a zionist &amp; I am concerned by the direction Sanders took his campaign. I'm glad that Israel made progress under Trump but the Kremlin sympathizing degenerate has to go. I will vote for Sanders but I would prefer another.",Zionist,2020-02-10 23:13:32+00:00,[]
BDS all Zionist business,Zionist,2020-02-10 23:13:26+00:00,[]
If you’re going to make comparisons do 40k or at least the Jedi lmfao. You would seem to just be more close-minded than an actual traditionalist. And if they’re christian zionists they’re actually the opposite.,Zionist,2020-02-10 23:13:21+00:00,[]
Zionists &amp; Israel must be spewing they cant slur Bernie as antisemitic with any plausibility.,Zionist,2020-02-10 23:13:07+00:00,[]
"Completely agree, it was backed by a Zionist movement from the start, but what MLK said is more out of empathy for the Jews that now exist there that had no part in that, as far as I'm aware. Can't treat a singular Twitter vid so seriously, but maybe I'm wrong",Zionist,2020-02-10 23:12:05+00:00,[]
"You seem to be confused. There’s no such thing as far-right, and Tommy Robinson is a Jew loving Zionist. I wouldn’t consider anyone that is a fan of Tommy far-right. You’d have to be backwards.",Zionist,2020-07-08 23:57:51+00:00,[]
"You cannot deny a human being his right to be proud of his birthplace. All Palestinians feel the same. Racist Zionists’s occupation of Palestine will never change the fact, Palestine will be free again.",Zionist,2020-07-08 23:57:11+00:00,[]
"If the Zionists didn't want to live as equals with Palestinian Arabs, why they fuck did they immigrate to Palestine?",Zionist,2020-07-08 23:56:24+00:00,[]
"Barr is covering the tracks? Mop up? Has there been justice for any crimes of those names? Remember, Radar first broke the news about Epstein years ago....along w/ Zionist Broward County, Fl...Epstein was prior owner of Radar and in control... Why would he “out himself”?",Zionist,2020-07-08 23:55:56+00:00,[]
Zionists are fuckin wild. They think any conversation about Judaism somehow involves Zionism &amp; Israel. Spoiler: it most certainly does not.,Zionist,2020-07-08 23:53:55+00:00,[]
Hasbara trolls in full effect. Show this brave woman your support by following her. Zionists &amp; other abusers of power have infiltrated the resistance in the UK. We MUST amplify the voices which are being silenced. Injustice anywhere is a threat to justice everywhere.,Zionist,2020-07-08 23:52:33+00:00,['BDS']
zionist i think,Zionist,2020-07-08 23:52:30+00:00,[]
"That sounds similar to the propaganda used against black people in the US: colonization requires the demonization &amp; belittlement of the occupied/oppressed population in order for the majority population to ""normalize"" the inequality. The KKK and Zionists have much in common.",Zionist,2020-07-08 23:52:27+00:00,[]
I said BLM was a Zionist Operation. Carry on.... If you are up for it. You could watch this,Zionist,2020-07-08 23:52:22+00:00,[]
"Ma'am you are a moron if you actually listen to an anti Zionist orthodox jew you would know that their reasoning actually makes sense in orthodox,they believe that we are not holy enough yet to enter let alone settle while many disagree me included dont say they're not jews",Zionist,2020-07-08 23:52:15+00:00,[]
Bingo!! They owned the ships! Made that birth of a nation movie also! Zionist are the hidden hand!,Zionist,2020-07-08 23:51:20+00:00,[]
"Although I am not religious by any stretch of imagination, even Genesis verse 17 clearly say Abraham was a stranger a foreigner in the land. Moses was of course an Egyptian invader who never made it to Palestine. So historically,legally and theologically Zionist claims are false",Zionist,2020-07-08 23:48:53+00:00,[]
"&gt;&gt; You wrote that in response to Sacks' comments about Corbyn saying that British Zionists ""don't understand English irony"". Sacks described it as “the most offensive statement made by a senior British politician since Enoch Powell’s 1968 ‘Rivers of Blood’ speech”. &gt;&gt;",Zionist,2020-07-08 23:47:03+00:00,[]
"Sure--the tweets -- and I know, you are going to claim that doesn't mean ""Jews,"" even though we all know it does, because nearly all Jews are Zionists. Saying is just a way of saying in hope of bypassing the censors.",Zionist,2020-07-08 23:46:58+00:00,"['zionistsnotwelcome', 'zionistsnotwelcome', 'JewsNotWelcome']"
"1/ Look, I agree his statements are offensive to all Jews, Mizrahi Jews in particular. And he blocked me some time ago because I'm a progressive Zionist - like many others. But I don't think calling for his firing is ok. Its crossing a line that's hard to uncross.",Zionist,2020-07-08 23:46:53+00:00,[]
Social media is the greatest tool for the exchange of ideas mankind has had and also Social media is the greatest Threat Zionist fake News Media because of verification of News Media lies. Future Internet will always be valuable because it will run cars and money,Zionist,2020-07-08 23:43:26+00:00,[]
"So Happy happy celebrating satanic apartheid land stealing&amp; kill any protesters inequality zionist system! So happy, happy, happy! Happy! !",Zionist,2020-07-08 23:42:57+00:00,"['USTAXPAID', 'US_UNCONSTITUTIONAL', 'BDS', 'BDS', 'BDS', 'OWS', 'GiletsJaunes', 'BlackLivesMatter', 'NoDAPL', 'stopGenocideInSouthernCameroons']"
He's a Zionist.,Zionist,2020-07-08 23:42:55+00:00,[]
"Trump let neocon-loyals Pompeo and Bolton, the latter *Adelson's boy, take over policy. He has done everything he could to please Adelson, the party's top donor. He is ruining the lives of millions of people in Iran to please the Zionist fanatic, who also wants to nuke them.",Zionist,2020-07-08 23:42:54+00:00,[]
This from is worth the time. The way the diaspora &amp; the world think about Israel is broken. “It is time for liberal Zionists to abandon the goal of Jewish–Palestinian separation and embrace the goal of Jewish–Palestinian equality.”,Zionist,2020-07-08 23:41:43+00:00,[]
I was born into a Zionist family. My uncle fought in the War of Independence just shortly after getting his discharge papers from Uncle Sam. I really became aware of it in 1972 when I was 8 and watching the Israeli Olympic team being murdered. The Yom Kippur War cemented it.,Zionist,2020-07-08 23:41:41+00:00,[]
"Nothing of the EU is pro Zionist mate, at least the EU doesn't go to bed with Israel like the USA",Zionist,2020-07-08 23:40:32+00:00,[]
Special place in hell for zionists,Zionist,2020-07-08 23:40:28+00:00,[]
's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,Zionist,2020-07-08 23:39:38+00:00,[]
just found out my cousins are zionists... very sad,Zionist,2020-07-08 23:38:58+00:00,[]
Still waiting for the Zionists to apologise for this,Zionist,2020-07-08 23:38:42+00:00,[]
Zionists and Jewish supremacists bother me so fucking much. How are we gonna have literally millennia of oppression and then not stand on the side of the oppressed,Zionist,2020-07-08 23:37:34+00:00,[]
"The right has an incredible axis of solidarity wherein transphobes, zionists, and nazis can all make common cause.",Zionist,2020-07-08 23:36:58+00:00,[]
It's probably a book the Zionist made,Zionist,2020-07-08 23:35:31+00:00,[]
stfu about chris evans being a zionist that is literally such an old argument that I thought we cleared it up... never once did he promote that movie,Zionist,2020-07-08 23:34:55+00:00,[]
"Wow, Dan. First you a served as US Ambassador. You betrayed our country. Second, there is one country in this space, and it is The end of Zionism is not a tragedy, but rather necessary and good. We all should boycott Everybody support",Zionist,2020-07-08 23:34:35+00:00,"['Zionist', 'Palestine', 'IsraelRegime', 'BDS']"
"Businesses Cut Ties, Politicians Condemn Toronto Restaurant That Said ‘Zionists Not Welcome’",Zionist,2020-07-08 23:32:49+00:00,[]
“This is how ‘Zionists’ get dehumanised in progressive spaces”: A Jewish activist bravely reveals how casual antisemitism persists in some social justice circles via,Zionist,2020-07-08 23:32:29+00:00,[]
Askenazi racist Zionist control and run Israel and the western world no need to apologize to the oppressors,Zionist,2020-07-08 23:31:53+00:00,[]
"By ""Popular"" they mean he is nationwide known as a Zionist lap dog of a foreign Apartheid terrorist state.",Zionist,2020-07-08 23:31:35+00:00,[]
Bill Gates is a Jew. Jeff Bezos surpassed Gates' wealth bc of Big Tech. Obviously with Zionists size doesn't matter. They're goal is to control oil transportation routes and it doesn't matter how many Yemenis they kill or how many wars they start WITH the full support of the UN.,Zionist,2020-07-08 23:30:38+00:00,[]
"Where are the westerns Human right champions always-accused Muslims counters of Human rightist? Killing childrens, woman and innocents human in Israel justified for whom? Stop Hypocrisy of Zionist cult",Zionist,2020-07-08 23:29:54+00:00,[]
"Why should we take someone like you, a Reagan sympathizing moderate who's probably a zionist, seriously? Centrist whites like yourself threaten democracy and international security. Your support of politicians who take money from the 1% is the reason why we have Trump.",Zionist,2020-07-08 23:29:41+00:00,[]
"Why should we take someone like you, a Reagan sympathizing moderate who's probably a zionist, seriously? Centrist whites like yourself threaten democracy and international security. Your support of politicians who take money from the 1% is the reason why we have Trump.",Zionist,2020-07-08 23:29:35+00:00,[]
"anti-zionist voices are valid to the extent that they distinguish zionism from being jewish, and to the extent that they dont perscribe war or racism as a solution. it is good to oppose zionism if youre against ethnostates",Zionist,2020-07-08 23:29:33+00:00,[]
"fuck you for going private to avoid criticism because you’re zionist sympathizers. you turn of instagram comments, block me on there for commenting 1 time, and now you go private here when we call you our again?",Zionist,2020-07-08 23:28:14+00:00,['boycottambrosia']
If hes an anti zionist hes no rabbi just a standard wankpuppet,Zionist,2020-07-08 23:27:08+00:00,[]
"Why should we take someone like you, a Reagan sympathizing moderate who's probably a zionist, seriously? Centrist whites like yourself threaten democracy and international security. Your support of politicians who take money from the 1% is the reason why we have Trump.",Zionist,2020-07-08 23:26:01+00:00,[]
Jack Posobiec is a zionist who Sold out the movement for a paycheck,Zionist,2020-07-08 23:25:18+00:00,[]
old zionist tweets he isnt acknowledging,Zionist,2020-07-08 23:24:21+00:00,[]
Mommy what is a Zionist?,Zionist,2020-07-08 23:24:00+00:00,[]
"Don't engage, this argument has no validity. It's a justification that's been used countless times through history. The irony is the last major group to have his tactic used against them were ethnically Jewish people. Now the Zionists get to play ""close the door behind you.""",Zionist,2020-07-08 23:23:52+00:00,[]
When will elite Zionists wake up?,Zionist,2020-07-08 23:23:10+00:00,[]
Remember that one time I wrote a Zionist version of The Battle Hymn For the Republic?,Zionist,2020-07-08 23:22:43+00:00,[]
I'm actually defending Jews... stating that Hitler was wrong. Not all Jews r Zionists.,Zionist,2020-07-08 23:22:42+00:00,[]
Excuse my language but as Saudi I realized Palestinians politician they don’t give a fuck about having their own state they need Israel as we needs water -they needs enemies to hold on power and this apply to Zionist too - wanna know what crazy they all playing games on us -,Zionist,2020-09-12 23:59:55+00:00,[]
And grandson of Tel Kabri'es still live in same territory as Palestinians...They were in there Still no any Israelians in there...The situation shows the rightfulness of Palestinians such that Tel Kabir also even in occupy of Zionist Regime! Even science also proves it clearly!,Zionist,2020-09-12 23:57:47+00:00,[]
this isn’t about cevans he can choke hes a zionist lol,Zionist,2020-09-12 23:57:18+00:00,[]
"Actually, Arab Zionist has a very nice ring to it and I’m so excited to see more and more Middle Eastern countries normalizing relations with !",Zionist,2020-09-12 23:55:37+00:00,['Israel']
"In truth: will join in pretending that: - isn't a settler colonial regime thriving on land &amp;blood - isn't not militarily occupying the entire of - isn't blockading by air, land &amp;sea That's peace!",Zionist,2020-09-12 23:54:23+00:00,"['Bahrain', 'UAE', 'Israel', 'Palestinian', 'Israel', 'Palestine', 'Israel', 'Gaza', 'Zionist']"
"In truth: will join in pretending that: - isn't a settler colonial regime thriving on land &amp;blood - isn't not militarily occupying the entire of - isn't blockading by air, land &amp;sea That's peace!",Zionist,2020-09-12 23:54:07+00:00,"['Bahrain', 'UAE', 'Israel', 'Palestinian', 'Israel', 'Palestine', 'Israel', 'Gaza', 'Zionist']"
sorry to break it to you but Zionist isn’t a bad thing,Zionist,2020-09-12 23:52:41+00:00,[]
Zionists run the world,Zionist,2020-09-12 23:52:16+00:00,[]
Very Zionist of you.,Zionist,2020-09-12 23:49:39+00:00,[]
Agree though I always have thought the Zionists sit atop the tree. Know nothing of Dracos,Zionist,2020-09-12 23:46:55+00:00,[]
Peace deals under trump = 3 Peace deals under Obama = 0 Obama gets Nobel Peace prize 0 is greater than 3 in Sweden.,Zionist,2020-09-12 23:46:52+00:00,[]
May Allah be with every righteous person who is fighting a battle against Zionists.,Zionist,2020-09-12 23:46:18+00:00,[]
When Zionist Garbage takes itself out.,Zionist,2020-09-12 23:44:56+00:00,[]
ILL TAKE THE ONE WHO ISNT A ZIONIST THANK YOU,Zionist,2020-09-12 23:44:28+00:00,[]
How many more Neo-con Zionists is he going to bring in? Is that his implication?,Zionist,2020-09-12 23:43:48+00:00,[]
The problam's offshore banking/money launderings between Zionists/Evangelics &amp; Wahhabics swindles the Globe as Peace!Such that Palestins (Canaanits) doesn't accept ur win billion $s via their blood while no any right in own land(Althought they're real owner the territory u stole),Zionist,2020-09-12 23:41:33+00:00,[]
44 years one positive proposition. and meetoo not his righteous calling... good luck too supporting a zionist.,Zionist,2020-09-12 23:41:32+00:00,[]
"Peace for : - Alliance of leaders, ""glorified"" by their corrupt media - The world must turn a blind eye on their never-ending &amp; say Amen to all their propaganda &amp; BS - Let them torture &amp; slaughter, &amp; pretend it all never happened",Zionist,2020-09-12 23:40:07+00:00,"['Zionists', 'WarCriminal', 'WarCrimes', 'RotInHell']"
"Peace for : - Alliance of leaders, ""glorified"" by their corrupt media - The world must turn a blind eye on their never-ending &amp; say Amen to all their propaganda &amp; BS - Let them torture &amp; slaughter, &amp; pretend it all never happened",Zionist,2020-09-12 23:39:51+00:00,"['Zionists', 'WarCriminal', 'WarCrimes', 'RotInHell']"
Carter brokered a deal between Israel and Egypt. It’s working. Bill Clinton brokered a deal between Israel and Palestinians and Israeli Zionists killed Yitzhak Rabin. Obama brokered a nuclear deal JCPOA with Iran. Trump withdrew from that deal. Great!!,Zionist,2020-09-12 23:37:37+00:00,[]
"The expression ""Islamic fascism"" is an oxymoron. There is no such a thing. 9/11 was a trio USA-Israel-Zionist Kingdom of Arabia inside job. Fascism is made in Europe (Read some history). ISIS was made inside US prisons in ocuppied Iraq were the US fascism killed millions of ppl.",Zionist,2020-09-12 23:36:58+00:00,[]
"Very disturbed by a traitorous Senate GOP refusing to give Col MacGregor a hearing. The soldier has seen war, knows its horrors and would not be anxious to send our kids to die for Israel. All cause he's not a Zionist bootlicker. Tucker needs to discuss this.",Zionist,2020-09-12 23:35:45+00:00,[]
Has the Arabian stampede to recognize the Zionist entity begun?,Zionist,2020-09-12 23:34:26+00:00,[]
JCPOAC with Iran was a good deal. He broke that deal to please his Zionist masters.,Zionist,2020-09-12 23:32:15+00:00,[]
Ok i know its not funny but... now im just going to think of actual zionist parrots “polly want a jewish state”,Zionist,2020-09-12 23:31:35+00:00,[]
Joe Biden has called himself a Zionist as well. It’s disgusting,Zionist,2020-09-12 23:31:23+00:00,[]
everyone hating on american zionists as if israel and america aren't 2 sides of the same coin,Zionist,2020-09-12 23:30:12+00:00,[]
Also I stand corrected on this tweet. We want jews not Zionists. They’re cancer,Zionist,2020-09-12 23:29:45+00:00,[]
