content,query,date,hashtag
"As the voiceover speaks of ‘right wing Jewish groups’ who support the plan, it shows footage of Chasids walking down the street. Oh, and these American Jews interviewed are anti Zionists, and are closer to the 1% they accuse the Jewish establishment of being.",Zionist,2020-02-04 23:05:12+00:00,[]
Abbas loves to raise both fists when talking. What does it means in Palestinian sign language? A. I am constipated B. Zionist took my parking spot C. Lets make Abu Dis great again D. All of the above,Zionist,2020-02-04 23:05:11+00:00,"['Abbas', 'Palestinians']"
TRUMP PEACE PLAN: The Culmination of a 125-Year Long Zionist Conspiracy to Rule the World via,Zionist,2020-02-04 23:04:12+00:00,[]
"The discriminatory [Nazi] round-up of German Jews and their persecution was planned and implemented with the consent and collaboration of Jews who called proudly called themselves "".""",Zionist,2020-02-04 23:04:00+00:00,"['Zionist', 'Holocaust']"
"Definitely a good example of when anti-Zionism crosses into anti-Semitism tl;dr if your goal is to be anti-Zionist without being anti-Semitic, do not do this",Zionist,2020-02-04 23:01:26+00:00,[]
"That's a lie, Zionist groups like Lehi and the Irgun deliberately targeted civilians, just as the IDF sometimes do today. Zionists were terrorists before they had their own state. Lehi even murdered UN envoy Folke Bernadotte, just for proposing peace deal w/ 2 states",Zionist,2020-02-04 22:57:22+00:00,[]
Zionist Terror in London via,Zionist,2020-02-04 22:57:11+00:00,[]
"But your Qur'an explicitly says Allah gave the Holy Land to the Jews. That makes Allah a Zionist, and he's watching you so you better be careful how you respond.",Zionist,2020-02-04 22:56:50+00:00,[]
If if isn't tom the Zionist loving West brit... pound shop troll,Zionist,2020-02-04 22:55:26+00:00,[]
Avoid Zionist footnotes and other heretical propaganda. God doesn't need their footnotes.,Zionist,2020-02-29 23:59:16+00:00,[]
"May all zionist regimes be blessed with more such gifts of Allah; Saudi, Bahrain, Egypt, UAE&lt;-Especially!",Zionist,2020-02-29 23:58:28+00:00,[]
Not surprising he is a hardcore zionist and he loves the moderate headchoppers in Idlib. America first and MAGA i guess,Zionist,2020-02-29 23:57:28+00:00,[]
"It seems as though you are suggesting that ""zionists"" are filling our countries with human fuel tanks, and paying people to start fires. Meanwhile, you say that Tommy is not hateful, and presumably a good person. How do you square this circle?",Zionist,2020-02-29 23:56:23+00:00,[]
Because he’s ugly and plays white savior zionist roles and has no idea how politics work,Zionist,2020-02-29 23:56:08+00:00,[]
"Most are NOT and actively oppose them, and what they are doing in . Is your country next?",Zionist,2020-02-29 23:55:36+00:00,"['Jews', 'Zionists', 'Palestine', 'BoycottIsrael']"
"Having US, a staunch supporter of the foremost HR Abuser on the Planet -Zionist Israel, on Permanent Membership Of Security Council is tantamount to Hitler being invited to sit on it! It reverses exactly what it is supposed to safeguard!",Zionist,2020-02-29 23:53:18+00:00,[]
You’re a Zionist grifter if you support Bernie.,Zionist,2020-02-29 23:52:50+00:00,"['CheckYourPrivilege', 'WhitePrivilege']"
"what a joke u call me a nazi when antisemite doesnt work eh lol that ur only defense im not worried All i dont like is isreals government and zionist idelogy, one day you will wake up and see you are on the wrong side of history",Zionist,2020-02-29 23:51:18+00:00,[]
Netanyahu : There is more Zionists in SAUDI`S then in Israel,Zionist,2020-02-29 23:47:30+00:00,[]
Zionist are taking over,Zionist,2020-02-29 23:43:55+00:00,[]
Dabka is an anti Zionist anti imperialist and anti pig dance idk what y’all doing but it’s fasho not dabka,Zionist,2020-02-29 23:42:12+00:00,[]
END THE INHUMANE ZIONIST OCCUPATION OF FREE GAZA FREE PALESTINE,Zionist,2020-02-29 23:39:12+00:00,['GAZA']
"That’s why the Zionists fought nearly alone for independence, even though it has been endorsed by the UN. No assistance from any govt except Czechoslovakia. So certainly swimming *against* the current of the imperial powers.",Zionist,2020-02-29 23:38:45+00:00,[]
I love that look of satisfaction on face. and their sponsors . love - ok a few don't.,Zionist,2020-02-29 23:38:15+00:00,"['Hitlers', 'nazi', 'Israel', 'AngloSaxon', 'AxisOfEvil', 'jews', 'zionists', 'auspol', 'uspoli', 'uspolitics', 'ukpolitics', 'boycottIsrael', 'BDS', 'apartheid', 'apartheidIsrael']"
Would Priti Pathetic actually lie about the Senior Civil Servant? She has been completely ‘Out Of Control’ before when she was formulating Her Own Foreign Policy with Zionist Israel unknown to the PM. She should have been kicked out then but No!,Zionist,2020-02-29 23:36:29+00:00,[]
"hello Bernie's mumza. Listening to you on CNN tonight made me want to puke. I am reminded about how is anti Zionist, Pro Hamas and I wannbe Muslim. You never made it as Michigan Governor because you believe America will be a Muslim Country.",Zionist,2020-02-29 23:33:20+00:00,[]
So MLK wouldn’t have supported these Zionist soldiers?,Zionist,2020-02-29 23:33:00+00:00,[]
They are all Zionist puppets. The Russia thing is just a distraction and the exploitation of Russiophobia cultivated during the cold war.,Zionist,2020-02-29 23:30:12+00:00,[]
Sorry the solution my may come out Israel and I not want to tell you I am sure 40% of Iran will prefer to die than use Zionist stuff and it even Zionist gov funded. I do not understand people are still going to Qom even licking and kisssing,Zionist,2020-02-29 23:26:00+00:00,[]
Where exactly does Yamina stand on Jewish issues?: Take a look at the facts before accusing the religious Zionist parties of ignoring Judaism. ArutzSheva,Zionist,2020-02-29 23:24:33+00:00,[]
"He's a Zionist. That's why he hates Bernie. He's probably being paid, directly or indirectly, by Israel.",Zionist,2020-02-29 23:23:21+00:00,[]
"Higher than Nathan, get in",Zionist,2020-02-29 23:22:57+00:00,[]
Slowly but surely Americans are awakening to Zionist pressure in the US- manipulation after manipulation,Zionist,2020-02-29 23:22:51+00:00,['EndofZionism2020']
Imagine even having a brand to rate,Zionist,2020-02-29 23:21:51+00:00,[]
ill take it,Zionist,2020-02-29 23:21:02+00:00,[]
is a bigger threat to the world peace than I thought. They are clearly a tool,Zionist,2020-02-29 23:20:16+00:00,"['Google', 'Zionist']"
What is difference?! .,Zionist,2020-02-29 23:17:30+00:00,"['turkiye', 'turkey', 'Erdogan', 'Erdoğanİstifa', 'Erdoğan', 'hitler', 'Zionism', 'zionist']"
Indeed ;),Zionist,2020-02-29 23:15:16+00:00,"['JojoRabbit', 'Zionist', 'Zionism', 'Jewish', 'Judaism', 'ציוני']"
Fairness and truth are at the heart of this trend. In United States same is happening. Arabs and Muslims are overwhelmingly supporting Bernie Sanders because he proclaims equality &amp; fairness in US Foreign Policy &amp; Israel. Pro Israeli lobby &amp; Zionists openly call him bigot.,Zionist,2020-02-29 23:14:42+00:00,[]
"Nonsense,the Zionist are having poor thinking.",Zionist,2020-02-29 23:14:21+00:00,[]
"That and being a woman of color unwilling to pose as a prop to keep the business and finance sector in power, combined with her being a Muslim who's critical of Zionist overreach is a black ball. Those are her greatest strengths, and her vocally supporting Sanders amplifies them.",Zionist,2020-02-29 23:11:15+00:00,[]
"Now Moses is coming out to say that any Criticism of the Racist, Ethnic Cleansing &amp; Terrorist Political Ideology of zionism is a lead into anti Semitism. To observe all this is to understand that Mose's objective seems to be to shut down any criticism of zionist Israel! ctd",Zionist,2020-02-29 23:10:56+00:00,[]
Putin and the Zionists II. Vladimir Putin's Secret Riches - Documentary,Zionist,2020-02-29 23:10:41+00:00,[]
We are killing each other and nobody cares. Muslims are killing each other.Zionists will achieve their purpose,Zionist,2020-02-29 23:10:38+00:00,[]
"Do I really have to be specific? If TR is ""bought and paid for"" by ""zionists"", what do they hope to achieve by doing so?",Zionist,2020-02-29 23:08:10+00:00,[]
Joe Biden is a plagiarist &amp; a segregationist - In His own words on multiple accessible videos. There is no way in hell a Republican Zionist masquerading as a Democrat could beat trump. 0 enthusiasm for Joe - never has been. He get's like what 2dozen ppl at his events?,Zionist,2020-02-29 23:07:23+00:00,['JoeIsANoGo']
U apostates a ruling the arab world now with the help of Ur Western masters but that's not going to last Muslims Arabs will get strong again and come for come for u and ur Zionists masonic shaytan masters,Zionist,2020-02-29 23:06:46+00:00,[]
The Zionist Colonization of Palestine,Zionist,2020-02-29 23:03:03+00:00,[]
Its a private school . . . albeit Zionist.,Zionist,2020-02-29 23:02:40+00:00,[]
"What does who achieve by doing what? The police banning TR? They think he’s an extremist and radicalises people. He’s not hateful at all. Pictured in Israel holding guns on a tank, he is bought and paid for. Zionists go after Islam whilst also campaigning for mass immigration.",Zionist,2020-02-29 23:02:03+00:00,[]
They are terrorists,Zionist,2020-02-29 23:01:52+00:00,['Zionist']
we stan,Zionist,2020-02-29 23:01:22+00:00,[]
Gen. Zia ul haq Shaheed was assassinated by the secret agencies of terrorists India..RAW and the Mosaad of Zionists Israel. Someone from our own country helped in the conspiracy.. Otherwise it wouldn't have been so easy. Dr.Khan.,Zionist,2020-02-29 23:00:56+00:00,[]
Who gave them the Intel? The Zionists who pull Erdogan's strings.,Zionist,2020-02-29 23:00:53+00:00,[]
I Rt as usual this Zionist brutality is unbearable unstoppable Israelis are heartless psychopaths driven by a weird ideology based on fake history and supremacism.,Zionist,2020-02-29 23:00:27+00:00,[]
"They never mentioned his religion, they’re just talking about him. I don’t agree with it either but you are using it for your agenda. Don’t try to be a “champion” for our people when it’s “your type” of Jews aka anti-Israel liberals, if you dont have the same energy with zionists",Zionist,2020-02-29 22:59:42+00:00,[]
I don't think the EU pays Patel anything. Perhaps try Zionist Israel.,Zionist,2020-02-29 22:58:54+00:00,[]
"Pray that will not kill the of ❝Israeli occupation forces suppress while planted olive trees in the Al_Buqei'a Plain, east of Atouf, in the northern Valley, today v. @ DaysofPalestine /7h",Zionist,2020-02-29 22:58:05+00:00,"['Zionists', 'life_trees', 'Palestinians', 'Criminal', 'Rights2Live4', 'Palestinians', 'Jordan']"
Spain has called on Israel to stop the construction of new settlements in the Palestinian territories under Zionist occupation.,Zionist,2020-02-29 22:56:55+00:00,[]
The core purpose of Israel’s settler-colonial Zionist regime is to maintain itself as a Jewish State.,Zionist,2020-01-15 23:59:22+00:00,['JewishStateNakba']
Radio 4 has always been very pro zionist,Zionist,2020-01-15 23:58:47+00:00,[]
"The term ""British Jews"" was taken from the BoD's 10 demands as they claimed to represent them - which, of course, they don't. Rachel's 10 demands were a facetious mockery of those Zionist demands as they should never be accepted.",Zionist,2020-01-15 23:56:27+00:00,[]
"Nina, after watching Israeli dual-citizen “Americans” become Zionist fifth columnists within our nation promoting Netanyahu/Likud ‘Israel First’ policies which do ZIP for real ‘Americans’ and our nation as a whole, I can understand Putin doing this.",Zionist,2020-01-15 23:55:58+00:00,[]
Trump and Zionist regime are the biggest threat to the peace and security of the world.,Zionist,2020-01-15 23:55:18+00:00,[]
"Sure throwing people out of entire neighborhoods to move illegal settlers in is done in self defense. So is kidnapping children, shooting unarmed demonstrators with expanding bullets, daily abuse, etc etc. Is there anything the Zionist do that would ondemn?",Zionist,2020-01-15 23:53:31+00:00,[]
"May your family rest In Heaven, and May you not believe in all of the Zionist propaganda that has been spread on Arab leaders in the future",Zionist,2020-01-15 23:51:17+00:00,[]
Israel is a European zionist Invaders illegal state.,Zionist,2020-01-15 23:51:02+00:00,[]
Hitler was a Zionist RT : Hitler didn't want the germans to know the truth either. They worked under the guise of law and order. Th…,Zionist,2020-01-15 23:48:36+00:00,[]
"Hitler was a Zionist RT : RT : Stalin killed tens of millions of his own people. He was arguably *worse* than Hitler, according to historians and inte…",Zionist,2020-01-15 23:48:11+00:00,[]
Never ever forget ALL social media is controlled by Zionists,Zionist,2020-01-15 23:46:57+00:00,[]
"It is called a Zionists narrative! Jews, Christians, Muslims, minorities etc live side by side for centuries until the Zionists came to occupy.",Zionist,2020-01-15 23:45:29+00:00,[]
"This Zionist barbarism is repeated every day since 1948, and they kill children, women, men and the entire international community, turning a blind eye to that.",Zionist,2020-01-15 23:45:02+00:00,[]
"You want role models, go see a priest or rabbi...we needed a president that finally stood up to the chinese, the ayatollahs, stopped illegals, boomed the economy, got the europeans to pay more for their defense....",Zionist,2020-01-15 23:44:33+00:00,[]
As I said he proved he's a zionist puppet and proved antiwar was a lie,Zionist,2020-01-15 23:44:24+00:00,[]
Misplaced discussion.Zionists are responsible for Israel and its crimes against humanity.,Zionist,2020-01-15 23:44:18+00:00,[]
UK Labour Party on its hands and knees before Israel’s Zionist terror networks via,Zionist,2020-01-15 23:44:17+00:00,[]
Doesn’t surprise me. Most Zionists I have met would probably agree!,Zionist,2020-01-15 23:43:22+00:00,[]
"10. Zionist Kenyans say that it is wrong for one Political Party to win. They say that with BBI, all Political Parties will be having the same ideas and programs so that the spirit of competition of ideas is ended. Choice and excellence will vanish. That is DICTATORSHIP!",Zionist,2020-01-15 23:41:45+00:00,[]
Shitttt I ain’t blind either I just don’t follow the Zionist funded news,Zionist,2020-01-15 23:39:31+00:00,[]
ARE YOU READY TO FIGHT AMERICA? REPEAT AFTER ME THERE WILL BE NO ZIONIST CONTROL OF THIS PLANET via,Zionist,2020-01-15 23:38:04+00:00,[]
"Zionists might try unsuccessfully to eliminate the other, but they already have destroyed their Jews, their evangelicals, their USA, their FR, their EU, their Brits, themselves &amp; everything they touch &amp; like every fraud will not last the test of time",Zionist,2020-01-15 23:35:37+00:00,[]
"9. Kenyan Zionists wander around, selling their FRAUDULENT idea called BBI and alleging that it will unite people because it will end competition and end poverty. All Political Parties will be in Government! Is that not a MONARCHY? Zionism is like a snake, surreptitious!",Zionist,2020-01-15 23:34:45+00:00,[]
"My friend, I am from Argentina and the USA is the empire of evil here in Argentina I know Donald Trump and Zionism what you do not know about Argentina there are also Zionists and I can help you unmask that liar of Donald Trump and the invading pentagon",Zionist,2020-01-15 23:33:12+00:00,[]
Religious-Zionist politics in turmoil as parties turn on each other,Zionist,2020-01-15 23:32:47+00:00,[]
"He also said: “Anti-Semitism, the hatred of the Jewish people, has been and remains a blot on the soul of mankind. In this we are in full agreement. So know also this: anti-Zionist is inherently anti-Semitic, and ever will be so.” Do you agree with that as well?",Zionist,2020-01-15 23:31:43+00:00,[]
Thank you sir! Zionists have hijacked Judaism.,Zionist,2020-01-15 23:31:36+00:00,[]
Zionists arse holes have a chat,Zionist,2020-01-15 23:31:08+00:00,[]
Oops!Mention the violations of Human Rights Of Palestinian by Zionist Israel?They will have to run it past The Board Of Deputies first to have a chance of consideration!,Zionist,2020-01-15 23:30:46+00:00,[]
"This f..king EVIL, the occupiers of Palestine, aka, IsraHELL has got to stop this Madness! They are just as sinister as their partner in Crime, the US Zionist Govt. And they said, Nazi Germany was Evil? These monsters take a Back Seat, to NO one!",Zionist,2020-01-15 23:30:37+00:00,[]
"Hey, it's the new Zionist Labour party now, better get used to it.",Zionist,2020-01-15 23:29:12+00:00,[]
Have you read their Wiki page? It's a who's who of Israeli zionist orgs. Regardless the demands were a bit daft but I took it as satire as the BoD demands are satirical as well,Zionist,2020-01-15 23:28:37+00:00,[]
True but the US and the Europeans are with the Zionists.,Zionist,2020-01-15 23:28:02+00:00,[]
"This happens in the largest, longest, most strenuous and criminal concentration &amp; extermination camp in the world called and which is located in ... while the bombs fall on the innocent Palestinian people, the curses fall on the Zionist Jews... Damn they are...",Zionist,2020-01-15 23:27:32+00:00,"['Israel', 'Palestina']"
Religious-Zionist politics in turmoil as parties turn on each other THIS ENTIRE WORLD IS SO DIVIDED! TIME IS SHORT!,Zionist,2020-01-15 23:27:29+00:00,[]
50 states attacks on BDS will not save Apartheid Israel from collapsing! BDS is a recommendation from the UN in 2004. More American people are aware of the brutal occupation of Palestine by Zionists.,Zionist,2020-01-15 23:27:27+00:00,[]
We got Zionists under every fucking rock... the anit bds bill proved this if Aipac didnt...,Zionist,2020-01-15 23:27:18+00:00,[]
zionist christianity is in the shape of a red delicious (worst apple). good,Zionist,2020-01-15 23:26:06+00:00,[]
Now please let Zionist representatives follow suit...,Zionist,2020-01-15 23:25:38+00:00,[]
Hit job on by the mafia.,Zionist,2020-01-15 23:25:09+00:00,"['JeremyCorbyn', 'Zionist']"
"That is why Zionists = Nazis =KKK =ISIS! Neither of these sub humans had or have shame, regret or humanity in them! Sickening lot!",Zionist,2020-01-15 23:23:57+00:00,[]
"Where r Democrats, beacon of Democracy, of individual and Human rights?? Oh, you mean they are just as f..king guilty, just as Evil as Trump and his R cohorts? Oh, that both are owned by Israel, hence Bibi gets to murder/bulldoze with impunity? Only 1 party in US, Zionist party.",Zionist,2020-01-15 23:22:32+00:00,[]
It must be fun in your fantasy land where Jewish = Israel and where all Jewish folks are Zionists. Makes it easier for us to filter out people with trash takes and ahistorical bullshit.,Zionist,2020-01-15 23:22:05+00:00,[]
Down with this Zionist regime!,Zionist,2020-01-15 23:21:02+00:00,['FreePalestine']
"You’re living in a fantasy, the Labour Party is fragmented and the Zionist zealots are taking over. The SNP resembles its origins about as much as labour resembles the Keir Hardie Labour Party. In we have red and blue tories joining forces to keep SNP out of local gov.",Zionist,2020-01-15 23:20:54+00:00,[]
"What is Israel is the right answer. Because Israel is an illegal state of terrorists, it never and will never exists for most of the world. It’s matter of time until all Palestine comes back, and Jews (not zionists) can liver in the same country as they did for many years before",Zionist,2020-01-15 23:20:28+00:00,[]
Jeremy and those who want to speak out are silenced by the Zionist media moguls...,Zionist,2020-01-15 23:16:32+00:00,['TruthHurts']
I don't believe the current restrictions put in place by the states regarding anti-Semitism can withstand a strong legal challenge. The First Amendment always comes first. It's an artificial construct to say funds of any kind can be withheld if a person criticizes Zionist Israel.,Zionist,2020-01-15 23:16:27+00:00,[]
We need to get all Zionist traitors out of our government.,Zionist,2020-01-15 23:14:40+00:00,[]
Zionist? Where do you get that from??,Zionist,2020-01-15 23:12:46+00:00,[]
"David, do you care about Judaism, being Jewish or Zionism? If so, how do you respond to the far left's post-Zionist viewpoints and their insistence that Israel cease to exist as the Jewish state? You brought up politics....",Zionist,2020-07-20 23:59:31+00:00,[]
"Sir Keir is alarmed that the Chinese Government doesn't just do what it's told by the ruling elite in Washington DC, like other respectable governments. He finds that deeply disturbing. He's appears to be the creepiest Zionist slimeball to hold the Labour leadership since Blair.",Zionist,2020-07-20 23:57:43+00:00,[]
Comment not required!,Zionist,2020-07-20 23:56:52+00:00,"['Israel', 'USA', 'Zionist', 'FreePalestine', 'BDS']"
It's very odd when Zionists continually raised that number through the period 1900-1945 in relation to threats to Jewish lives in pursuit of their Promised Land and then it happened to be declared the number that no one should question.,Zionist,2020-07-20 23:56:29+00:00,[]
⁦⁩The terrorist soldiers of the regime easily shoot an innocent and defenseless woman and no organization or individual in the world has a voice;,Zionist,2020-07-20 23:53:56+00:00,['Zionist']
So much for the CONSPIRACY Theorist - - Pres. Kennedy WARNED of the Nazi/Zionist CONSPIRACIES &amp; Secret Societies' QUESTS,Zionist,2020-07-20 23:53:54+00:00,[]
"Overcoming the cruelty of Zionist collective torture, Palestinians will succeed and defeat the racist apartheid state. Support .",Zionist,2020-07-20 23:52:08+00:00,['BDS']
"“If the Israeli Zionists believe their present occupation of Arab Palestine is the fulfillment of predictions made by their Jewish prophets, then they also religiously believe that Israel must fulfill its ""divine"" mission to rule all other nations with a rod of irons.” ~MalcolmX",Zionist,2020-07-20 23:50:47+00:00,[]
I don’t think there’s much overlap between ardent Zionists and Antifa types.,Zionist,2020-07-20 23:50:37+00:00,[]
"One thing for sure - he won’t pass something like this again when the squad is in the house, and he probably already promised the Bernie camp some Zionist blood in return for support in the general elections.",Zionist,2020-07-20 23:50:24+00:00,[]
There was. Zionism started toward the end of 19th C as a reaction to a backlash v. a huge US influx of Jews during that time period. It was started by traditional Christians--what has morphed into evangelicalism. The evangelicals are more powerful Zionist lobby than the Jews.,Zionist,2020-07-20 23:49:47+00:00,[]
"If you love your country you wouldnt accept for your rulers to be DOGS for Trump and Netanyahu.... the mentality of calling other humans as ""pigs"" and ""Animals"" is a Zionist character and unfortunately some Saudis like you...you are sick in the heart,and you call your self ""Eng""",Zionist,2020-07-20 23:49:11+00:00,[]
It's all Topi Drama of The Zionist Satanic NWO.,Zionist,2020-07-20 23:48:51+00:00,[]
DONALD: BACK DOWN off of Portland... Pres. Kennedy WARNED of the Nazi/Zionist CONSPIRACIES &amp; Secret Societies' QUESTS - i.e. Portland...,Zionist,2020-07-20 23:47:43+00:00,[]
"Y'know, all those 1st Century AD (((zionists)))... I can't even",Zionist,2020-07-20 23:46:40+00:00,[]
DONALD: BACK DOWN off of Portland... Pres. Kennedy WARNED of the Nazi/Zionist Secret Societies' QUESTS - i.e. Portland,Zionist,2020-07-20 23:44:19+00:00,[]
"The Rothschild KM mis-labelled so-called “holocaust” to thwart and resist any criticism of their Zionist ways. The truth was, the Rothschild KM set up the Nazi work camps to make huge profits for their corporations that ran their work camps and supplied their Nazi war machine.",Zionist,2020-07-20 23:44:12+00:00,[]
NOT SOMEONE SAYING BEING ANTI ZIONIST IS RACIST ON MY TL,Zionist,2020-07-20 23:42:46+00:00,[]
"Hun, Anwar Hadid is a Palestinian. To be anti-Zionist/anti-Israel is not being an antisemite.",Zionist,2020-07-20 23:42:45+00:00,[]
"Remember 2010, zionist Kyrgyzstan billionaire Mashkevitch's sex scandal aboard the Attaturk yacht? The women &amp; girls were shipped in by a high-level mafia prostitution ring/model agency.",Zionist,2020-07-20 23:42:32+00:00,[]
"""There is an audience who believe in human rights and Zionists will never win them."" More accurately, there is an audience that blows smoke up Palestinian's asses and makes them think they're winning, when they're actually playing a losing game.",Zionist,2020-07-20 23:42:03+00:00,[]
"In response to 's call for the 't_Execution , thousands of protested in front of his house to his corruption and the poor economic situation of",Zionist,2020-07-20 23:41:53+00:00,"['Netanyahu', 'Don', 'campaign', 'Zionists', 'protest', 'Israel']"
"I don't stan zionist, I stan an unproblematic king",Zionist,2020-07-20 23:41:35+00:00,[]
"Yeah, I overall support China, but this is one of my biggest critiques of the modern Chinese state. I understand saying things like this makes it a lot easier for them to send aid to Palestine, but still, not a fan of entertaining the idea that zionists deserve anything",Zionist,2020-07-20 23:38:31+00:00,[]
END the ZIONISTS WARMONGERING control of AMERICA VOTE GREEN,Zionist,2020-07-20 23:38:10+00:00,[]
he’s just a zionist,Zionist,2020-07-20 23:38:08+00:00,[]
just woke up from a very intense dream about stephanie meyer being a zionist and god was i glad to wake up,Zionist,2020-07-20 23:37:19+00:00,[]
"dear Yousef, mabruk!!! Happy birthday khouya! Hope you will have a lovely day. Wish you all the best for your new year; may it be free of zionist terrorists always! Enjoy your day!!! Congratulations!!!",Zionist,2020-07-20 23:36:57+00:00,[]
"I'm not aware of such a ""book"". I would have thought the hundreds of recorded examples of Zionist references to six million would be enough. Though there are more recent books which discuss its origins and provide examples...",Zionist,2020-07-20 23:36:45+00:00,[]
"the Khazarian Mafia (aka the World Zionists) claim. Hitler became a problem for the KM when he broke free and begin acting in the interests of the German people and the free people of the world, and developed his own banking system free of the Rothschilds.",Zionist,2020-07-20 23:35:48+00:00,[]
lol @ the big Zionist baby who made this,Zionist,2020-07-20 23:35:18+00:00,[]
Sounds just like a Zionist.,Zionist,2020-07-20 23:33:29+00:00,[]
"The Labour Party is haemorrhaging members. False accusations of antisemitism, a leader taking secret bribes from Zionist lobby groups and rampant racism in the party. And no opposition to the genocide committed by the government. Useless dead party",Zionist,2020-07-20 23:33:06+00:00,[]
Its pay back for this. White Christians followed the law of the LAND. Zionists did not like that. Therefore? This is all about hate that a JEW was not able to get away with a crime and punished by Gentiles.,Zionist,2020-07-20 23:32:55+00:00,[]
"Stop your Zionist pandering, it's an ugly look.",Zionist,2020-07-20 23:32:15+00:00,[]
"2007 Biden on Shalom TV: ""I'm a Zionist. You don't have to be a Jew to be a Zionist."" 2020 Biden at AIPAC: ""The idea that we should draw military assistance from Israel, on the condition that they change a specific policy, I find it tk be absolutely outrageous.""",Zionist,2020-07-20 23:31:21+00:00,['FreePalestine']
"You literally just described , so... Do over?",Zionist,2020-07-20 23:31:18+00:00,"['Zionist', 'Fascist', 'Israel']"
She can sing but ain’t she a Zionist or whateva? La La Land was my shit. Sonny With A Chance was a good show.,Zionist,2020-07-20 23:31:13+00:00,[]
"yall are looking in the wrong place. If Zionists run the world, why do all the globalists fight against them? And where are you when the Vatican/WCC outright admit a globalist agenda? Silent.",Zionist,2020-07-20 23:28:24+00:00,[]
Cam you say stop the Zionists Apartheid against Palestinians? I bet you cant!,Zionist,2020-07-20 23:28:14+00:00,[]
I don't stan zionists,Zionist,2020-07-20 23:28:02+00:00,[]
Wait whats wrong with being a Zionist?,Zionist,2020-07-20 23:27:55+00:00,[]
What does Hitler have to do with it? Better Hitler than Lucifer like jews and zionist do.,Zionist,2020-07-20 23:27:06+00:00,[]
wait i forgot what zionists support aren’t they pro israel,Zionist,2020-07-20 23:26:54+00:00,[]
"Herut Tekla was a Prisoner of Zion. In 1986 she was imprisoned by the Ethiopian police on the suspicion of Zionist activities. She was kept in a complete isolation, imprisoned in a dungeon, tortured and abused, suffered from cold and starvation.",Zionist,2020-07-20 23:26:20+00:00,[]
"This was also brought o my attention by many of the Jewish writers and educators I follow, how he's kind of injecting very Zionist ideaology into the work and trying to write it off as something very praise worthy, when I am yo understand it is not. Hence my comment.",Zionist,2020-07-20 23:26:18+00:00,[]
"""There's nothing antisemitic about dropping broad hints that the Jews fiendishly cobbled up their greatest tragedy of the last millennium from whole cloth in an international conspiracy. But if challenged, I will declare I meant Zionists, not Jews."" /end",Zionist,2020-07-20 23:26:12+00:00,[]
15. ETHIOPIA IS THE LION OF JUDAH Menelik and Haile Selassie were Emperors. Usually an Empire has got several other countries under its rule. Which countries was or is Ethiopia ruling? Is the African Union a Zionist Empire? Does River Nile belong to Ethiopia and not Africa?,Zionist,2020-07-20 23:25:26+00:00,[]
"There is way more pushback from capitalists than just zionists, capitalists in the US and allied countries have thwarted left wing uprisings throughout the world. They fear any opposition to the capitalist system that has enriched the few and enslaved the masses.",Zionist,2020-07-20 23:22:50+00:00,[]
"""look we just need to get the racists to understand that judaism is not a race and they'll chill out on us. now, back to what really matters - the nation of islam and anti-zionists""",Zionist,2020-07-20 23:22:00+00:00,[]
"It's said John wrote it, saying those who deny the Father &amp; Son are antichrist! This couldn't apply to Quran Muslims as they don't deny existance of Abraham's God &amp; Israelite Messiah known to Torah Israelites as Father &amp; Son! Zionists occupying Jerusalem deny Israelite Messiah!",Zionist,2020-07-09 23:58:50+00:00,[]
"Sup! I’m Dan, half ashkenazi half Sephardic. Dual citizen (US/Israel). Zionist. Loath woke culture and identity politics. Love picking things up (ideally heavy things) and putting them down.",Zionist,2020-07-09 23:58:33+00:00,[]
Christian Zionists who announce that they are Zionists are virtually ALWAYS antisemitic,Zionist,2020-07-09 23:56:56+00:00,[]
Whit aboot Palestine? Totally under the Radar and utterly horrific...let’s shoot weans...fucking animals...utter dregs of humanity (Anti Semite? Shite...anti Zionist aye),Zionist,2020-07-09 23:56:26+00:00,[]
"To the extent used to call himself a Zionist, it was always false advertising. Now we just have the proof.",Zionist,2020-07-09 23:55:13+00:00,[]
"""finest police org's in world""?? Typical Zionist. Front lines to incarcerating largest prison pop. in world, 25% prisoners, 5% world pop. Many POC, so this criminal system can use prisoners as slave labor, another way to increase these Zionist criminals wealth thru exploitation",Zionist,2020-07-09 23:54:56+00:00,[]
"Thanks for clearing up my misconception of the term Zionist . But I’d like to point out that several online dictionaries have the noun usage defined as “a Jewish supporter of Zionism”, so it seems a bit ambiguous .",Zionist,2020-07-09 23:54:54+00:00,[]
"What is Zionist propaganda? Do you want to live on your land, and die on your terms, or live on a foreign land and die under foreign terms?",Zionist,2020-07-09 23:53:05+00:00,[]
"Jews who oppose the IDF/Netanyahu are called anti-Semitic, as is anyone else. Likud is a centre to right wing party. Will not accept criticism of Israel. UK sells arms to them, to use against Palestinians. BoD call those disagreeing, 'fringe groups' &amp; Starmer is Zionist. 1/2",Zionist,2020-07-09 23:52:08+00:00,[]
"pre meditated plans of treason for fascist zionist far right white supremacy,old south GOP,SC Gov et al -graham,haley,adelson,netanyahu,kushner,trump,lawyers line of confederate generals, A-pike plans for NWO, glad 2see everyone finally really getting it",Zionist,2020-07-09 23:49:20+00:00,[]
